text,labels
반신불수가,Anger
반신불수가 되는,Anger
반역,Anger
반역을,Anger
반역을 꾀함,Anger
반지랍지 못한,Sadness
반품남,Sadness
반품녀,Sadness
반하다,Happiness
반항하다,Anger
반항하려는,Anger
반항하려는 말이나,Anger
반항하여,Anger
반해버리다,Happiness
반했다,Happiness
받는 괴로움,Anger
받는 벌,Anger
받는 재앙,Anger
받는 해,Anger
받다,Happiness
받들어 공경하다,Love
받아들여지지 않고,Anger
받아들이기는커녕,Anger
받아들이지 않고,Anger
받지 못하게,Sadness
받지 못하다,Sadness
발기 불능,Anger
발길질을,Sadness
발길질을 하다,Sadness
발끈 성을,Anger
발끈대다,Anger
발달된,Happiness
발달된 문명,Happiness
발달하게 되다,Happiness
발달하게 하다,Happiness
발라서,Happiness
발라서 흐뭇하다,Happiness
발랄하다,Love
발연기,Sadness
발열,Sadness
발열과,Neutral
발열과 오한,Sadness
발열이,Neutral
발육되지 못하여,Sadness
발육이 장애를,Anger
발을 헛디디거나,Sadness
발작,Anger
발전,Happiness
발전되도록,Happiness
발전시키는,Happiness
발전시키는 일,Happiness
발전이나,Happiness
발전하게 하다,Happiness
발전하는,Happiness
발전하다,Happiness
발컨,Sadness
발휘하지 못하다,Sadness
밝게,Love
밝게 빛나거나,Happiness
밝게 통달하는,Love
밝고,Love
밝고 강렬하게,Love
밝고 경쾌하다,Love
밝고 똑똑하다,Love
밝고 똑똑한,Love
밝고 보드랍게,Love
밝고 선명하다,Love
밝고 선명한,Happiness
밝고 어질다,Love
밝고 큰 덕,Love
밝고 환함,Love
밝고 활기가,Love
밝다,Love
밝아서,Love
밝은,Love
밝은 마음,Love
밝은 빛이,Love
밝은 사람,Love
밝은 재주,Love
밝은 지혜와,Love
밝지 못하고,Sadness
밥이나 축내는,Anger
방긋,Love
방긋 웃는,Love
방긋 웃다,Love
방긋방긋,Love
방긋방긋 웃는,Love
방긋방긋 웃다,Love
방면에 능하고,Love
방자하고,Sadness
방자한,Sadness
방자한 태도로,Sadness
방정,Anger
방정맞게,Anger
방정맞게 계속,Anger
방정맞게 까불거나,Anger
방정맞게 까불며,Anger
방정맞게 씰룩거리는,Sadness
방정맞게 오몰거리며,Anger
방정맞게 움직이거나,Anger
방정맞게 움직이며,Anger
방정맞게 행동하다,Anger
방정맞고,Anger
방정맞은,Anger
방정맞은 사람을,Anger
방정을 떠는,Anger
방정을 떨다,Anger
방치되다,Sadness
방탕하게,Anger
방탕하게 놀기를,Anger
방탕하게 놀아나는,Anger
방탕하고,Anger
방탕하다,Sadness
방탕한,Anger
방탕한 기질,Anger
방탕한 사람을,Sadness
방탕한 짓을,Anger
방해가,Anger
방해가 되거나,Anger
방해가 되는,Anger
방해가 되다,Anger
방해하거나,Anger
방해하거나 막다,Anger
방해하는,Anger
방해하는 악업을,Anger
방해하는 조건,Anger
방해하는 짓,Anger
방해하는 짓을,Anger
방해하다,Anger
방해하던,Anger
방해하던 일,Anger
방해하여,Anger
방해함,Anger
방향도 없이,Sadness
배가 떠남,Sadness
배가 아프고,Sadness
배가 아프다,Sadness
배가 아프며,Sadness
배를 곯다,Anger
배반하다,Anger
배반함,Anger
배신하다,Anger
배신하여,Anger
배우는,Neutral
배우다,Happiness
배우지 못하여,Sadness
배우지 못한,Sadness
배워지고,Neutral
배워지고 닦이다,Happiness
배은망덕,Anger
배척되다,Anger
배척하다,Anger
배탈,Anger
뱀과 같이,Sadness
버겁다,Anger
버그러져,Anger
버그러진,Anger
버그러진 데가,Anger
버그러진 모양,Anger
버려두어,Anger
버려지다,Anger
버릇,Neutral
버릇없게,Anger
버릇없게 굴다,Anger
버릇없고,Anger
버릇없는,Anger
버릇없는 짓을,Anger
버릇없이,Anger
버릇없이,Anger
버릇없이 경솔하게,Anger
버릇없이 구는,Anger
버릇없이 구는 태도로,Anger
버릇없이 굴다,Anger
버릇없이 까부는,Anger
버릇없이 까불다,Anger
버릇없이 행동하는,Anger
버릇없이 행동하다,Anger
버릇없이 흔들거나,Anger
버릇이 없거나,Anger
버릇이 없다,Anger
버리다,Anger
버린다는,Anger
버성기어,Sadness
버젓하고 당당하게,Love
버젓하고 당당하다,Love
버젓하지,Neutral
버젓하지 못하다,Anger
버티거나 반항하다,Anger
버프,Happiness
벅차다,Neutral
번거로운,Anger
번거로운 일을,Anger
번거롭게,Anger
번거롭게 굴어,Anger
번거롭다,Anger
번드럽게,Neutral
번드럽다,Neutral
번듯이,Happiness
번듯하게,Happiness
번듯하고,Happiness
번듯하고 의젓한,Happiness
번지르르하게,Neutral
번지르르하게 나다,Neutral
번창한,Love
번창한 집안,Love
번하다,Happiness
벌,Anger
벌레가 나오는,Sadness
벌로,Anger
벌로 내는,Anger
벌받을,Anger
벌받을 일을,Anger
벌벌 떨릴,Sadness
벌벌 떨며,Sadness
벌을,Neutral
벌을 받거나,Sadness
벌을 받다,Anger
벌을 주다,Neutral
범인,Anger
범죄,Anger
범죄 사실을,Anger
범죄 행위나,Anger
범죄로,Anger
범죄로 인해,Anger
범죄를,Anger
범죄를 저지르도록,Anger
범죄를 저지른,Anger
범죄를 한,Anger
범죄에,Anger
범죄에 가담시키거나,Anger
범죄에 의하여,Anger
범죄자,Sadness
범죄자들의,Anger
범죄적인,Anger
범죄적인 행위,Anger
법률에 위반되어,Anger
법석이는 짓을,Sadness
법을 무시하고,Sadness
법을 위반한,Anger
벗,Happiness
벗어나,Sadness
벗어나 틀어지다,Anger
벗어나다,Sadness
벗어나지 못하다,Sadness
벗어남이 없이,Happiness
벙글거리며,Neutral
벙긋,Love
벙긋 웃는,Love
벙긋 웃다,Love
벙긋벙긋,Love
벙긋벙긋 웃는,Love
벙긋벙긋 웃다,Love
벙벙한,Sadness
벙벙한 모양,Sadness
베푸는,Happiness
베푸는 마음이,Love
베푸는 사랑,Love
베푸는 사랑과,Love
베푸는 정,Love
베풀거나,Happiness
베풀다,Happiness
베풀어,Happiness
베풀어 주는,Happiness
베풀어 주다,Happiness
베풀어 줌,Happiness
베풀어서,Happiness
베풀어져,Happiness
베풀어져 주어지다,Happiness
베풀어지다,Happiness
벼르다,Sadness
벼슬을 박탈하고,Anger
벼슬이 박탈되고,Anger
변덕스러워,Sadness
변변찮은,Anger
변변찮은 고통이나,Anger
변변치 못하거나,Anger
변변치 못하다,Sadness
변변치 못한,Anger
변변하지 못하여,Anger
변변하지 못한,Anger
변비,Sadness
변비증,Sadness
변사하다,Anger
변태,Sadness
변함없이,Happiness
별로다,Sadness
별스러울,Sadness
별스러울 정도로,Sadness
별스러워,Sadness
별안간 호들갑스럽게,Sadness
볍신,Anger
병,Anger
병 따위가,Sadness
병 따위로,Anger
병독,Anger
병독이 옮아,Anger
병든,Anger
병든 몸으로,Anger
병들거나,Anger
병들어,Anger
병맛,Sadness
병세가,Anger
병세가 지독하여,Anger
병신이나,Anger
병신이나 다름없는,Anger
병에서,Anger
병에서 벗어나,Love
병으로,Anger
병으로 인하여,Anger
병을,Anger
병을 앓거나,Anger
병을 앓고,Anger
병을 앓는,Anger
병을 앓은,Sadness
병을 일으키는,Sadness
병을 치료하다,Happiness
병의 기운이,Anger
병의 빌미,Sadness
병이,Anger
병이 나거나,Anger
병이 나다,Anger
병이 나서,Anger
병이 남,Anger
병이 생겨,Anger
병이 잦음,Anger
병이나,Anger
병이나 과로,Anger
병이다,Anger
병적 상태,Anger
병적 증상,Anger
병적으로,Anger
병적으로 싫어하고,Anger
병적인,Anger
병적인 강박,Anger
병적인 증상,Anger
병증,Anger
병증으로,Anger
병증을,Anger
병치레를,Sadness
병치레를 하는,Sadness
보고 싶거나,Neutral
보고 싶어,Happiness
보고 싶어 하다,Happiness
보고 즐기다,Love
보기 거북하다,Anger
보기 사납게,Anger
보기 싫게,Anger
보기 좋게,Love
보기 좋을,Love
보기 좋을 정도로,Love
보기 흉하게,Anger
보기 흉할,Anger
보기도 괜찮고,Happiness
보기에 가량맞고,Anger
보기에 가엾고,Anger
보기에 딱하여,Anger
보기에 무정한,Anger
보기에 무지하고,Anger
보기에 미련하고,Anger
보기에 부끄러운,Anger
보기에 사랑스럽거나,Love
보기에 신묘하게,Happiness
보기에 싫다,Anger
보기에 싫은,Anger
보기에 야멸치고,Anger
보기에 어려운,Sadness
보기에 어질고,Happiness
보기에 언짢거나,Anger
보기에 언짢을,Anger
보기에 욕심이,Anger
보기에 좋고,Love
보기에 좋다,Love
보기에 좋아지다,Love
보기에 짜증이,Anger
보기에 천하고,Anger
보기에 흉하다,Anger
보답이,Happiness
보답하는,Happiness
보드라운,Happiness
보드라운 느낌이,Happiness
보드라운 모양,Happiness
보드랍게,Happiness
보드랍게 살그머니,Happiness
보드랍게 웃는,Happiness
보드랍게 웃다,Love
보드랍고,Happiness
보드랍고 따뜻하다,Love
보드랍고 따뜻하여,Love
보드랍고 만만하다,Happiness
보드랍고 무르다,Happiness
보드랍고 무른,Happiness
보드랍고 순하게,Happiness
보드랍고 순한,Happiness
보드랍고 야들야들한,Happiness
보드랍고 연하게,Happiness
보드랍고 연하다,Happiness
보드랍고 연한,Happiness
보드랍고 탄력,Happiness
보드랍고 탐스럽게,Love
보드랍고 하늘하늘하다,Happiness
보드랍다,Happiness
보드랍지 못하고,Sadness
보란 듯이,Happiness
보람,Happiness
보람 없이,Sadness
보람 있는,Love
보람이나,Happiness
보람이나 소득이,Happiness
보로통히,Sadness
보배,Happiness
보살의 지혜,Happiness
보살피거나,Happiness
보살피거나 수고하는,Happiness
보살피거나 위하는,Happiness
보살피다,Happiness
보송보송,Happiness
보송보송하다,Happiness
보수적,Sadness
보수적이다,Sadness
보잘것없거나,Anger
보잘것없거나 하찮은,Anger
보잘것없고,Anger
보잘것없는,Anger
보잘것없는 솜씨와,Anger
보잘것없다,Anger
보잘것없음,Anger
보잘것없이,Anger
보잘것없이 되고,Anger
보잘것없이 되다,Anger
보잘것없이 작다,Anger
보채거나,Sadness
보채거나 짜증을,Sadness
보채는,Sadness
보채는 소리,Sadness
보채는 소리를,Sadness
보채다,Sadness
보챔,Sadness
보충하다,Happiness
보탬이,Happiness
보탬이 되는,Happiness
보통 이상의,Happiness
보통 이상의 수준이어서,Happiness
보통 이상이다,Happiness
보호하여,Happiness
복된,Love
복된 좋은,Love
복리,Love
복리를,Happiness
복리를 가져오는,Happiness
복스러운 모양,Love
복스럽고,Love
복스럽고 탐스러운,Love
복스럽고 탐스럽다,Love
복원 불가,Sadness
복을,Love
복을 쌓은,Love
복이 되게,Love
복이 됨,Love
복이나,Love
복이나 재주,Love
복잡하거나,Sadness
복잡하거나 엄격하여,Anger
복잡하게,Sadness
복잡하게 뒤섞여,Sadness
복잡하게 들끓다,Sadness
복잡하고,Sadness
복잡하고 엄격하여,Sadness
복잡하다,Sadness
복잡하여,Sadness
복종하다,Sadness
복종하면서,Sadness
복종하면서 삶을,Sadness
복종함,Sadness
복통을,Anger
복통을 일으키는,Anger
볶아치는,Sadness
볶아치는 모양,Sadness
볶아치는 일,Sadness
볶아치다,Sadness
본받아 따르다,Love
본받을 만한,Happiness
본심을 감추고,Sadness
볼 낯이 없거나,Sadness
볼것이 없다,Anger
볼매,Happiness
볼쌍사납게,Anger
볼썽사납게,Anger
볼품없이,Anger
볼품없이 된,Anger
볼품없이 떠는,Anger
볼품없이 떨다,Anger
볼품없이 흐트러지고,Anger
볼품이 없거나,Anger
봄날의,Happiness
봄날의 경치에,Happiness
봄의 경치,Happiness
봄철의 빛,Happiness
봉변,Anger
봉변을 당하거나,Anger
부귀한,Love
부귀한 몸이,Love
부글거리는,Sadness
부글거리는 모양,Sadness
부글거리다,Sadness
부끄러운,Sadness
부끄러운 느낌이,Sadness
부끄러운 부분,Sadness
부끄러운 줄,Sadness
부끄러운 줄 모르고,Sadness
부끄러운 짓을,Sadness
부끄러움,Sadness
부끄러움을,Sadness
부끄러움을 느끼게,Sadness
부끄러워서,Sadness
부끄러워지다,Sadness
부끄러워하는,Sadness
부끄러워하는 마음,Sadness
부끄러워하다,Sadness
부끄러워함,Sadness
부끄러이,Sadness
부끄럽게,Sadness
부끄럽게 여기다,Sadness
부끄럽다,Sadness
부담,Anger
부담스러운,Anger
부담스럽다,Anger
부담이 없이,Love
부당하거나,Anger
부당하게,Anger
부당하게 가로채어,Anger
부당하다,Sadness
부당한,Sadness
부도덕,Anger
부도덕한,Sadness
부드러우며,Happiness
부드러우면서,Happiness
부드러우면서 아삭하다,Happiness
부드러운,Happiness
부드러운 느낌이,Happiness
부드러운 마음과,Happiness
부드러운 맛,Happiness
부드러운 모양,Happiness
부드러운 태도에서,Happiness
부드러워지게,Happiness
부드러워지게 하다,Happiness
부드럽게,Happiness
부드럽게 녹여,Happiness
부드럽게 웃는,Love
부드럽게 웃다,Love
부드럽게 퍼지다,Happiness
부드럽게 흔들리는,Happiness
부드럽고,Happiness
부드럽고 너그러운,Love
부드럽고 너그럽다,Love
부드럽고 따뜻하게,Love
부드럽고 따뜻하다,Love
부드럽고 따뜻하며,Love
부드럽고 따뜻하여,Love
부드럽고 따뜻한,Love
부드럽고 매끄러워서,Happiness
부드럽고 반드럽게,Happiness
부드럽고 반드럽다,Happiness
부드럽고 번드럽게,Happiness
부드럽고 번드럽다,Happiness
부드럽고 서정적인,Happiness
부드럽고 순하게,Happiness
부드럽고 순하다,Happiness
부드럽고 순한,Happiness
부드럽고 아삭아삭한,Happiness
부드럽고 연하게,Happiness
부드럽고 영리한,Love
부드럽고 온화하게,Love
부드럽고 조용하며,Love
부드럽다,Happiness
부드럽지 못하게,Sadness
부드럽지 못하고,Sadness
부드럽지 못하다,Sadness
부드럽지 못하여,Sadness
부드럽지 못한,Sadness
부드럽지 못한 말로,Sadness
부드럽지 아니하여,Sadness
부득기소,Sadness
부득기소하다,Sadness
부득부득 우기거나,Sadness
부딪치거나,Sadness
부러뜨리다,Sadness
부러운,Happiness
부러워함,Happiness
부러지다,Anger
부럽다,Sadness
부르르,Neutral
부르르하다,Neutral
부리거나 억지로,Sadness
부분이 다치거나,Sadness
부산을,Sadness
부산을 떨며,Sadness
부산을 피우다,Sadness
부산하게,Sadness
부산하게 구는,Sadness
부산하게 굴다,Sadness
부산하게 굴어,Sadness
부산하게 떠들다,Sadness
부산하게 소동을,Sadness
부산한,Sadness
부산한 데가,Sadness
부상,Anger
부서지거나,Sadness
부서지거나 찌그러져,Sadness
부서지다,Anger
부스럼,Sadness
부스럼이나,Sadness
부스스한,Sadness
부스스한 모양,Sadness
부실하게,Sadness
부심,Sadness
부어서 아프고,Sadness
부위가 아프면서,Anger
부인하다,Anger
부자,Happiness
부자연스러운,Sadness
부자연스러움,Anger
부자연스럽게,Sadness
부자연스럽게 겨우,Sadness
부자연스럽게 행동하는,Sadness
부자연스럽다,Anger
부작용,Anger
부작용이,Anger
부작용이 나타나기도,Anger
부적격,Anger
부적당한,Sadness
부적절하다,Anger
부적절한,Sadness
부정,Sadness
부정어와,Anger
부정어와 함께,Anger
부정을,Anger
부정을 나타내는,Anger
부정이나,Anger
부정이나 금지하는,Anger
부정이나 비리를,Anger
부정적,Anger
부정적 감정,Anger
부정적인,Anger
부정적인 내용이,Anger
부정적인 뜻을,Anger
부정적인 말과,Anger
부정적인 일을,Anger
부정적인 표현과,Anger
부정직,Anger
부정하거나,Anger
부정하거나 금지하려,Anger
부정하는,Anger
부정하는 뜻을,Anger
부정하는 모양을,Anger
부정하다,Anger
부정하며,Anger
부정하며 핀잔을,Anger
부정하여,Anger
부정하여 대답할,Anger
부정행위,Sadness
부정확하다,Sadness
부정확한,Sadness
부조리,Anger
부조화,Anger
부족,Sadness
부족이나,Sadness
부족하거나,Sadness
부족하다,Sadness
부족하며,Sadness
부족하여,Sadness
부족한,Anger
부족한 증상,Sadness
부족함이,Sadness
부족함이 생김,Sadness
부족함이 없다,Happiness
부주의로,Sadness
부주의한,Sadness
부지런,Love
부지런스럽다,Love
부지런스레,Love
부지런하고,Love
부지런하다,Love
부지런히,Love
부진,Anger
부진증,Sadness
부진하다,Anger
부질없다,Anger
부질없이,Anger
부처의 지혜,Happiness
부처의 지혜가,Happiness
부추겨서,Sadness
부추기는,Sadness
부추기는 짓을,Sadness
부패하다,Sadness
부패한,Sadness
북받쳐 일어나다,Happiness
분간이 안 되는,Anger
분간하기 어려운,Anger
분간하기 어렵다,Anger
분개하다,Anger
분개하여,Anger
분개하여 몹시,Anger
분개할,Anger
분개할 때,Anger
분격,Anger
분격하다,Anger
분나,Anger
분나하다,Anger
분노,Anger
분노 따위의,Anger
분노나,Anger
분노나 불만,Anger
분노하다,Anger
분노함,Anger
분란,Sadness
분란통,Sadness
분란하다,Sadness
분명이 하지 못하고,Sadness
분명하게,Happiness
분명하게 짓다,Happiness
분명하게 하지 못하고,Sadness
분명하게 하지 아니하고,Sadness
